"Espacenet";"";"";"";"";"";"";"";"";
"Recherche de brevets";"";"";"";"";"";"";"";"";
"1 résultat trouvé pour plastic recycling AND traceability";"";"";"";"";"";"";"";"";
"Résultats affichés : 1 à 500";"";"";"";"";"";"";"";"";
"Langue de la requête: en / de / fr";"";"";"";"";"";"";"";"";
"Trier par: Pertinence";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Titre";"Inventeurs";"Demandeurs";"Numéro de publication";"Priorité la plus ancienne";"CIB";"CPC";"Date de publication";"Publication la plus ancienne";"Numéro de famille";
"263";"Apparatus And Method For Recycling Mobile Phones";"LIBRIZZI MICHAEL [US] 
BOWLES MARK [US] 
DUBEN AHRON [US]";"LIBRIZZI MICHAEL [US] 
BOWLES MARK [US] 
DUBEN AHRON [US] 
ECOATM INC [US]";"US2012254046A1";"2008-10-02";"G06Q10/00 
G06Q30/00 
G06Q50/00";"G06Q10/00 (EP,US) 
G06Q10/30 (EP,CN) 
G06Q30/00 (EP,US) 
G06Q30/0237 (EP,CN,US) 
G06Q30/0278 (EP,CN,US) 
G06Q50/00 (EP,CN,US) 
G07F7/06 (EP,US) 
H04M1/0287 (EP,CN,US) 
H04M1/24 (EP,US) 
Y02W30/82 (EP,US) 
Y02W90/00 (EP,US)";"2012-10-04";"2010-09-09";"044649779";
"264";"Automatic medicine selling terminal";"LI HONGYE";"HENAN KAIGE TECH CO LTD";"CN223757120U";"2025-01-09";"G07F11/16 
G07F11/24 
G07F11/26";"";"2026-01-02";"2026-01-02";"098206579";
"265";"Closed recovery identification system";"CHEN QINGLING";"CHEN QINGLING";"CN116463763A";"2022-01-11";"B29B17/02 
C08J11/06 
C08L67/00 
D01G11/04 
D02G3/02 
G06Q50/04";"B29B17/02 (CN) 
C08J11/06 (CN) 
D01G11/04 (CN) 
D02G3/02 (CN) 
G06Q50/04 (CN) 
C08J2367/00 (CN)";"2023-07-21";"2023-07-21";"087182959";
"266";"RECYCLAGE DE RÉSIDU DE MATÉRIAU COMPRENANT DES MATÉRIAUX POLYMÈRES";"GRAF NICOLE [DE] 
BREJC ANDREJ [DE] 
SURI MAMTA [DE] 
MAJER MARCO RAINER [DE] 
WENDLING TIMO [DE]";"BASF SE [DE]";"WO2025108764A1";"2023-11-20";"B29B17/02 
G06Q10/06 
G06Q10/08 
G06Q10/0833 
G06Q10/087 
G06Q10/30 
G06Q30/018 
G06Q50/04 
H04L9/00";"B29B17/02 (EP) 
G06Q10/06 (EP) 
G06Q10/0833 (EP) 
G06Q10/30 (EP) 
G06Q30/018 (EP) 
G06Q50/04 (EP) 
B29B2017/0203 (EP)";"2025-05-30";"2025-05-30";"088874883";
"267";"Circuit board production method through automatic pressing and profiling";"DENG HUI 
JI HUI 
FAN XICHAO";"SHENZHEN SUNTAK MULTILAYER PCB";"CN106604551A";"2016-12-19";"H05K3/00";"H05K3/0014 (CN) 
H05K3/0044 (CN) 
H05K3/0055 (CN) 
H05K2203/0235 (CN) 
H05K2203/025 (CN)";"2017-04-26";"2017-04-26";"058599575";
"268";"Reusable packaging bag, using method, transportation tool and strength testing method";"ZHANG XIAODONG";"ZHANG XIAODONG";"CN112849710A";"2020-12-11";"B65D30/02 
B65D33/00 
B65D81/18";"B65D29/00 (CN) 
B65D33/004 (CN) 
B65D81/18 (CN) 
Y02W30/80 (EP)";"2021-05-28";"2021-05-07";"075703642";
"269";"Preparation method for processing and carbonizing traditional Chinese medicine";"WEI XINCUN 
REN JIAJUN";"WEI XINCUN";"CN121177432A";"2025-09-28";"A23C9/13 
A23L27/50 
A23L33/10 
A23P10/30 
A61K33/08 
A61K36/076 
A61K36/752 
A61K36/815 
A61K36/8945 
A61K36/8967 
A61K36/8994 
A61K36/9068 
A61K8/9728 
A61K8/9789 
A61K8/9794 
A61P1/04 
A61Q11/00";"";"2025-12-23";"2025-12-23";"098088753";
"270";"Mini-Kiosk For Recycling Electronic Devices";"BOWLES MARK VINCENT [US]";"ECOATM INC [US]";"US2013191236A1 
US9881284B2";"2008-10-02";"G06Q10/00 
G06Q30/08 
G06Q30/02 
H04M1/02 
H04M1/24";"G06Q10/30 (EP,US) 
G06Q30/0278 (EP,US) 
G06Q30/08 (US) 
G07F7/06 (EP) 
H04M1/0287 (EP,US) 
H04M1/24 (EP,US) 
Y02W90/00 (EP,US)";"2013-07-25 
2018-01-30";"2013-07-25";"048798020";
"271";"Household garbage four-classification management system and method, electronic equipment and storage medium";"CUI PANXIU 
JIN TAO";"JINAN LYUCHENG WEILAI ENVIRONMENTAL PROTECTION TECH CO LTD";"CN120689036A";"2025-07-01";"G06F16/29 
G06Q10/10 
G06Q10/30 
G06Q50/22 
G06Q50/26 
H04L67/1095 
H04L67/12 
H04L9/40";"G06F16/29 (CN) 
G06Q10/103 (CN) 
G06Q10/30 (CN) 
G06Q50/22 (CN) 
G06Q50/26 (CN) 
H04L63/08 (CN) 
H04L63/105 (CN) 
H04L67/1095 (CN) 
H04L67/12 (CN) 
Y02W30/82 (EP)";"2025-09-23";"2025-09-23";"097075317";
"272";"Marine plastic garbage collection and disposal method, system and equipment";"CHEN YAHONG 
CHEN GUANGHUI 
FANG MIN 
HE WEI 
ZHOU YIFAN";"ZHEJIANG LANJING TECH CO LTD";"CN117035750A 
CN117035750B";"2023-07-20";"E02B15/10 
G06F16/29 
G06F21/31 
G06F21/64 
G06Q10/0631 
G06Q10/067 
G06Q10/30 
G06Q50/26 
H04L67/125 
H04L67/52";"E02B15/10 (CN) 
G06F16/29 (CN) 
G06F21/31 (CN) 
G06F21/64 (CN) 
G06Q10/0631 (CN) 
G06Q10/067 (CN) 
G06Q10/30 (CN) 
G06Q50/26 (CN) 
H04L67/125 (CN) 
H04L67/52 (CN)";"2023-11-10 
2024-03-26";"2023-11-10";"088601416";
"273";"Intelligent identity marking and recognizing device suitable for Internet of Things management and control and used for poultry growth cycle";"ZHANG YANJUN 
YANG TIAN 
GAO LONGQIN 
MIAO HONG 
GE WENJUN 
ZHANG SHANWEN 
LIU JIAWEI 
LIU SIXING 
ZHAO JIAHAO 
ZHOU WEI";"UNIV YANGZHOU";"CN110800639A 
CN110800639B";"2019-12-12";"A01K35/00";"A01K35/00 (CN)";"2020-02-18 
2024-11-22";"2020-02-18";"069493027";
"274";"KIOSK FOR RECYCLING ELECTRONIC DEVICES";"BOWLES MARK VINCENT [US] 
TULLIE THOMAS L [US] 
BEANE JOHN ANDREW [US] 
PLOETNER JEFF [US] 
MILLER JOHN [US] 
VESCO NEIL [US]";"ECOATM LLC [US] 
ECOATM INC [US]";"US11935138B2 
US2022027879A1";"2008-10-02";"G06Q20/18 
G06Q10/00 
G06Q10/30 
G06Q30/00 
G06Q30/02 
G06Q30/08 
G06Q50/00 
G07F7/06 
H04M1/02 
H04M1/24";"G06Q10/00 (EP,US) 
G06Q10/30 (EP,US) 
G06Q20/18 (EP) 
G06Q30/00 (EP,US) 
G06Q30/0278 (EP,US) 
G06Q30/08 (EP,US) 
G06Q50/00 (EP,US) 
G07F7/06 (EP,US) 
H04M1/0287 (EP,US) 
H04M1/24 (EP,US) 
Y02W90/00 (EP,US)";"2022-01-27 
2024-03-19";"2019-10-24";"068236969";
"275";"FRACTAL NUTRITION AND FILTRATION SYSTEM FOR SUSTAINABLE AQUACULTURE AND ADVANCED WATER MANAGEMENT (Machine-translation by Google Translate, not legally binding)";"";"SOLA GRIMA MANUEL ALEJANDRO [ES]";"ES3060039A1";"2025-06-11";"A01K61/80 
A01K63/04";"A01K61/80 (ES) 
A01K63/04 (ES)";"2026-03-24";"2026-03-24";"099140065";
"276";"Facultative anaerobic collection and storage method for kitchen waste";"YI BO 
ZHANG XIAOMING";"SICHUAN 9HELLO TECH CO LTD";"CN110525839A";"2019-07-29";"B65F1/14 
B65F1/16 
C12M1/00";"B65F1/14 (CN) 
B65F1/16 (CN) 
C12M1/00 (CN) 
B65F2210/112 (CN)";"2019-12-03";"2019-12-03";"068661981";
"277";"Pick ball green traceable production system and method based on multi-modal fusion";"LIU YUE 
ZHONG RONGDONG 
LI TONGBING";"GUANGDONG ATP POLYMER TECH CO LTD";"CN121481573A";"2025-12-24";"G06Q30/018 
G06Q50/04";"G06Q30/018 (CN) 
G06Q50/04 (CN)";"2026-02-06";"2026-02-06";"098610676";
"278";"PROCÉDÉ DE RECYCLAGE D'EMBALLAGES CO-EXTRUDÉS DE PRODUITS PHYTOSANITAIRES AGRICOLES";"SOUZA ROGERIO FERNANDES DE [BR] 
SANTOS RODRIGO CORREA [BR]";"INSTITUTO NAC DE PROCESSAMENTO DE EMBALAGENS VAZIAS INPEV [BR]";"WO2023023830A1";"2021-08-25";"B29B17/00 
B29B17/02 
B29B17/04";"B29B17/00 (EP) 
B29B17/02 (EP) 
B29B17/04 (EP) 
B29C48/04 (EP) 
C02F1/00 (EP) 
C02F2103/38 (EP) 
Y02W30/62 (EP)";"2023-03-02";"2021-11-09";"083464048";
"279";"Empty anesthetic bottle recoverer";"ZHUANG SHAOXIONG 
LIN RUIJUAN 
CHEN LIMEI 
LIN ZHICHENG 
LIAO CHIQUAN 
HE JINGHUA";"GUANGDONG WOMEN & CHILDREN HOSPITAL";"CN218142867U";"2022-06-21";"B65D25/02 
B65D25/10 
B65D25/20 
B65D81/107 
B65D85/30";"";"2022-12-27";"2022-12-27";"084576358";
"280";"Method and system for comprehensively recycling waste lithium battery";"ZHANG TAO 
GE LINHAN 
FENG YI 
LIU YANJIE 
LIU JIANGBO 
HUANG YONGJIE";"BEICHEN ADVANCED CYCLE TECH QINGDAO CO LTD";"CN121684886A";"2025-12-17";"G06F18/21 
G06F18/213 
G06N20/00 
G06Q10/30";"";"2026-03-17";"2026-03-17";"099039743";
"281";"Container type modular facility applied to garbage classification, recycling and reusing";"LIU ZHIGANG";"SHANGHAI ORCHID REPAIRING ENVIRONMENTAL PROTECTION SCIENCE AND TECH LIMITED COMPANY";"CN216271281U";"2021-03-25";"B65F5/00 
B65G1/04 
E04H1/12";"";"2022-04-12";"2022-04-12";"081002286";
"282";"Disposable bag for organic waste (Machine-translation by Google Translate, not legally binding)";"MORENO RIBOT CARLOS";"CMR ARQUITECTURAS S L [ES]";"ES1076031U 
ES1076031Y";"2011-10-10";"B65D30/02";"";"2012-01-31 
2012-04-27";"2012-01-31";"045491924";
"283";"PROCÉDÉ DE FOURNITURE D'UNE SOLUTION DE CHAÎNE DE VALEURS DE CIRCULATION DE RESSOURCES POUR FILM DE POLYESTER, APPAREIL DE TRAITEMENT DES DÉCHETS POUR SA MISE EN ŒUVRE ET SYSTÈME DE TRAITEMENT DE CIRCULATION DE RESSOURCES LE COMPRENANT";"LIM SEOL HEE [KR] 
KIM JI SEUNG [KR] 
KIM TAEHWAN [KR] 
NOH SEUNGHAE [KR]";"SK CHEMICALS CO LTD [KR]";"WO2026075475A1";"2024-10-04";"B09B3/35 
B09B3/70 
G06Q10/30 
H04L9/00 
B09B101/75";"B09B3/35 (EP,KR) 
B09B3/70 (EP,KR) 
G06Q10/30 (EP,KR) 
H04L9/00 (EP) 
H04L9/50 (KR) 
B09B2101/75 (EP,KR) 
Y02W30/62 (EP)";"2026-04-09";"2026-04-09";"099358192";
"284";"ATTACHMENTS FOR HANDLING AND TRACKING FABRICATED CUSTOM OBJECTS";"LUKACS GABOR [US] 
SHAW JACK [US] 
KALINICHENKO ALEXEY [US] 
BUTZ ARTHUR GEORGE [US] 
MOJDEH MEHDI [US] 
SOLTERO BORREGO ENRIQUE [MX]";"ALIGN TECHNOLOGY INC [US] 
ALIGNTECHNOLOGY INC [US]";"US11975463B2 
US2021178639A1";"2019-12-11";"A61C7/08 
B29C33/30 
B29C33/38 
B33Y80/00 
A61C13/00 
A61C13/34 
A61C7/00";"A61C13/0027 (US) 
A61C13/34 (US) 
A61C7/08 (EP,US) 
B29C33/30 (US) 
B29C33/3842 (EP,US) 
B33Y80/00 (EP,US) 
A61C2204/005 (EP) 
A61C7/002 (EP,US) 
B22F10/39 (EP) 
B29L2031/7536 (EP) 
B33Y40/00 (EP) 
B33Y50/00 (EP) 
Y02P10/25 (EP)";"2021-06-17 
2024-05-07";"2021-06-17";"076316567";
"285";"Intelligent waste storage device, application for mobile devices and control system adapted to said device (Machine-translation by Google Translate, not legally binding)";"LOPEZ GARRO IGNACIO [ES]";"LOPEZ GARRO IGNACIO [ES]";"ES2747395A1 
ES2747395B2";"2018-09-10";"B02C18/00 
B65F1/14";"B02C18/0084 (ES) 
B65F1/14 (ES)";"2020-03-10 
2021-12-15";"2020-03-10";"069709414";
"286";"Toner cartridge recycling and replacing system and control method";"LIU HUAXIN";"AN YIXIANG SHENZHEN TECH CO LTD";"CN110163317A 
CN110163317B";"2019-05-27";"G06K17/00 
G06Q10/00 
G06Q10/06 
G06Q10/08 
G06Q50/04 
G06T7/00 
G07C3/14";"G06K17/0022 (CN) 
G06Q10/06395 (CN) 
G06Q10/083 (CN) 
G06Q10/0875 (CN) 
G06Q10/30 (CN) 
G06Q50/04 (CN) 
G06T7/0004 (CN) 
G07C3/143 (CN) 
G06T2207/30164 (CN) 
Y02P90/30 (EP) 
Y02W90/00 (EP)";"2019-08-23 
2022-04-01";"2019-08-23";"067629067";
"287";"Medical waste treatment internet of things system";"LIN ZHONGXUAN";"BEIJING DABAISHA ENVIRONMENTAL PROTECTION TECH CO LTD";"CN114860798A";"2022-03-29";"G06F16/2458 
G06F16/248 
G06F16/25 
G06F16/28 
G06Q10/00 
G06Q30/06 
H04L67/12";"G06F16/2462 (CN) 
G06F16/248 (CN) 
G06F16/252 (CN) 
G06F16/284 (CN) 
G06Q10/30 (CN) 
G06Q30/0635 (CN) 
H04L67/12 (CN) 
Y02W90/00 (EP)";"2022-08-05";"2022-08-05";"082629698";
"288";"一种用于冷链物流的可降解温控瓦楞纸箱及回收方法";"";"";"CN122144287A";"2026-04-22";"B09B3/00 
B09B3/30 
B09B3/38 
B32B23/06 
B32B23/08 
B32B27/08 
B32B27/30 
B32B27/36 
B32B29/00 
B32B29/08 
B32B7/12 
B32B9/02 
B32B9/04 
B65D25/14 
B65D25/36 
B65D6/14 
B65D65/46 
B65D81/18 
B65D81/26 
B65D81/38 
D21B1/32 
D21H27/10 
D21H27/30 
B09B101/75 
B09B101/85";"Y02W90/10 (EP)";"2026-06-05";"2026-06-05";"100009759";
"289";"External anti-counterfeiting device for wine bottle";"YUAN YONGYAO 
ZHAN YOUAN 
YUAN XINGZHONG";"HANGZHOU VOPU INTERNET OF THINGS SCIENCE AND TECH LIMITED COMPANY";"CN216103695U";"2021-11-03";"B65D41/32 
B65D49/12 
B65D51/24 
B65D55/08";"";"2022-03-22";"2022-03-22";"080712475";
"290";"Intelligent aluminum-plastic combined cover with recognition and communication functions";"SHEN LIYA";"WUXI FAMATAIKE TECH CO LTD";"CN211418168U";"2019-08-07";"A61J1/14 
B65D51/24";"";"2020-09-04";"2020-09-04";"072250910";
"291";"废旧锂电池无害化处理与资源回收系统及方法";"";"";"CN122032994A";"2026-03-25";"B01D53/02 
B01D53/86 
B09B3/00 
B09B3/35 
B09B3/70 
B09B5/00 
C02F1/44 
C02F1/52 
C22B1/00 
C22B15/00 
C22B21/00 
C22B23/00 
C22B26/12 
C22B47/00 
C22B7/00 
H01M10/54 
B09B101/16";"Y02W30/84 (EP)";"2026-05-15";"2026-05-15";"099732686";
"292";"Self-adhesive label";"OUYANG JIANGLIN 
YANG WEI 
ZHANG SHUIHUA 
HAN YONGFENG 
XIAO SHENGYE 
GAO YUNFENG";"HANS LASER TECHNOLOGY IND GROUP CO LTD";"CN104992620A";"2015-07-28";"G09F3/02";"";"2015-10-21";"2015-10-21";"054304427";
"293";"Cover body structure of garbage can, recovery system and intelligent garbage putting tracing method";"JIANG SHUYA";"JIANG SHUYA";"CN111470217A 
CN111470217B";"2020-04-16";"B65F1/00 
B65F1/16";"B65F1/0053 (CN) 
B65F1/1623 (CN) 
B65F2001/008 (CN)";"2020-07-31 
2022-05-24";"2020-07-31";"071753590";
"294";"Application of tetraphenyl ethylene derivative in inkless writing material";"MA CHUNPING 
GUO QIANKUN 
HE JIYIN 
LIN FENGYUAN 
LIU ZIHUI 
HUANG BAOYU 
XU JINGNAN 
CAO DONGDONG 
MO JINPENG 
XIE GAOYI";"UNIV WUYI";"CN118406482A 
CN118406482B";"2024-01-02";"C07D311/82 
C09K11/02 
C09K11/06";"C07D311/82 (CN) 
C09K11/025 (CN) 
C09K11/06 (CN) 
C09K2211/1007 (CN) 
C09K2211/1088 (CN)";"2024-07-30 
2025-11-28";"2024-07-30";"092000056";
"295";"Novel anti-counterfeit label manufacturing and verifying method";"LYU ZOULI";"LYU ZOULI";"CN106295763A";"2016-08-29";"G06K19/06";"G06K19/06056 (CN) 
G06K19/06093 (CN) 
G06K19/06121 (CN)";"2017-01-04";"2017-01-04";"057677640";
"296";"Pesticide packaging waste recovery terminal";"CUI JIANSHENG 
CHEN JIAMIN 
LIU DAXI 
HE LI 
LYU YONGTAO 
TIAN LIANG 
WANG YUAN 
ZHANG XIAOXU 
MA XIAOLONG 
WANG SHUAI";"UNIV HEBEI SCIENCE & TECH";"CN116524644A";"2023-04-28";"G06K17/00 
G07F7/06 
G07F7/10";"G06K17/00 (CN) 
G07F7/0609 (CN) 
G07F7/10 (CN) 
Y02W30/10 (EP)";"2023-08-01";"2023-08-01";"087404284";
"297";"Method And Apparatus For Recycling Electronic Devices";"BOWLES MARK VINCENT [US] 
PLOETNER JEFF [US] 
BEANE JOHN ANDREW [US]";"ECOATM INC [US]";"US2013124426A1";"2008-10-02";"G06Q99/00";"G06Q10/00 (EP,US) 
G06Q10/30 (EP,US) 
G06Q20/18 (EP,US) 
G06Q20/322 (EP,US) 
G06Q30/00 (EP,US) 
G06Q30/0278 (EP,US) 
G06Q30/08 (EP,US) 
G06Q50/00 (EP,US) 
G06Q99/00 (EP,US) 
G07F7/06 (EP,US) 
H04M1/0287 (EP,US) 
H04M1/24 (EP,US) 
Y02W90/00 (EP,US)";"2013-05-16";"2013-05-16";"048281577";
"298";"Recyclable hard PVC floor and preparation method thereof";"LI JIN 
DONG YUJIAO";"DIGAOLI DECORATION MAT JIANGSU CO LTD";"CN116480096A 
CN116480096B";"2023-04-13";"B23K26/362 
B23K26/402 
B29D99/00 
B32B27/06 
B32B27/18 
B32B27/30 
B32B33/00 
B32B7/12 
E04F15/10 
E04F15/18 
E04F15/20";"B23K26/362 (CN) 
B23K26/402 (CN) 
B29D99/0057 (CN) 
B32B27/06 (CN) 
B32B27/065 (CN) 
B32B27/18 (CN) 
B32B27/304 (CN) 
B32B33/00 (CN) 
B32B7/12 (CN) 
E04F15/107 (CN) 
E04F15/181 (CN) 
E04F15/206 (CN) 
B32B2255/10 (CN) 
B32B2255/28 (CN) 
B32B2266/0235 (CN) 
B32B2307/102 (CN) 
B32B2471/00 (CN) 
E04F2290/04 (CN) 
E04F2290/043 (CN)";"2023-07-25 
2026-04-10";"2023-07-25";"087222466";
"299";"Battery cell recovery assembly line and assembly method";"ZHANG YUPING 
ZHANG ZHENZHONG 
YAN SHENGGANG 
LIU SHUO 
GUO SHIWEI 
WANG YITONG";"TIANJIN POWER BATTERY REGENERATION TECH CO LTD 
WUHAN POWER BATTERY REGENERATION TECH CO LTD 
WUXI POWER BATTERY REGENERATION TECH CO LTD 
JINGMEN POWER BATTERY REGENERATION TECH CO LTD";"CN116231134A";"2022-12-30";"B65B13/18 
B65B35/16 
B65B35/44 
B65B57/10 
G01R31/36 
G06T7/00 
H01M10/54";"B65B13/18 (CN) 
B65B35/16 (CN) 
B65B35/44 (CN) 
B65B57/10 (CN) 
G01R31/36 (CN) 
G06T7/0004 (CN) 
H01M10/54 (CN) 
G06T2207/10052 (CN) 
G06T2207/30164 (CN) 
Y02W30/84 (EP)";"2023-06-06";"2023-06-06";"086590196";
"300";"VEHICLE SIDE IMPACT CONTAINMENT SYSTEM (Machine-translation by Google Translate, not legally binding)";"RAMOS RODRÍGUEZ HENAR [ES]";"ROAD STEEL ENG SL [ES] 
AVAMAN CONSULTING SL [ES]";"ES3015070A1";"2023-10-25";"E01F15/04";"E01F15/0453 (EP,ES) 
E01F15/0461 (EP) 
E01F15/0469 (EP) 
E01F15/086 (EP) 
E01F15/141 (EP) 
E01F15/145 (EP) 
E01F15/146 (EP)";"2025-04-29";"2025-04-29";"093924145";
"301";"Article recovery dynamic inventory taking method and system and storage medium";"TANG WEIZHONG 
WANG HONGJUN 
GAO SHANSHAN";"ZHEJIANG TIGE DIGITAL SCIENCE AND TECH LIMITED COMPANY";"CN114663033A 
CN114663033B";"2022-05-24";"G06K19/06 
G06Q10/08 
G06Q30/00";"G06K19/06037 (CN) 
G06Q10/083 (CN) 
G06Q10/0833 (CN) 
G06Q10/087 (CN) 
G06Q30/018 (CN) 
Y02W90/00 (EP)";"2022-06-24 
2022-10-28";"2022-06-24";"082037066";
"302";"Disinfection supply center trace management system and regional disinfection management system";"GU YIYI 
LIU XIA 
CHANG XIANGHUI 
CHEN WENCHUAN 
LIAO CHUNLONG";"SICHUAN TRADITIONAL CHINESE MEDICINE LAOKEN MEDICAL DISINFECTION CO LTD";"CN107527138A";"2017-07-20";"G06Q10/06 
G06Q10/10 
G06Q50/22 
H04L29/08";"G06Q10/06 (CN) 
G06Q10/10 (CN) 
G06Q50/22 (CN) 
H04L67/12 (CN)";"2017-12-29";"2017-12-29";"060749046";
"303";"Recovery of component hydrogen";"DEBRUYNE BRUCE ROGER 
BETTING DARRYL 
SLEVINSKY DAVID EUGENE 
WU XIANCHUN";"EASTMAN CHEM CO";"CN115551973A";"2020-04-13";"C10G1/10 
C10J3/72";"C01B3/22 (EP,KR) 
C01B3/32 (EP) 
C01B3/36 (US) 
C01B3/50 (KR) 
C08J11/24 (EP,KR,US) 
C10B53/07 (EP,KR,US) 
C10G1/10 (EP,KR,US) 
C10G70/00 (EP,KR) 
C10G9/14 (EP,KR) 
C10J3/466 (EP,KR,US) 
C10K3/005 (EP) 
C10K3/006 (EP) 
C10K3/008 (EP) 
C01B2203/0233 (EP) 
C01B2203/0238 (EP) 
C01B2203/025 (EP) 
C01B2203/0255 (US) 
C01B2203/0266 (EP,KR) 
C01B2203/04 (KR) 
C01B2203/061 (EP) 
C01B2203/065 (EP,KR) 
C08J2367/02 (EP,US) 
C10G2300/1003 (US) 
C10G2400/02 (EP,KR) 
C10J2300/0906 (EP,KR) 
C10J2300/0946 (EP,KR,US) 
C10J2300/0956 (EP,KR,US) 
C10J2300/16 (EP,KR,US) 
C10J2300/1846 (EP,KR,US) 
Y02P20/143 (EP) 
Y02W30/62 (EP)";"2022-12-30";"2021-10-21";"078085207";
"304";"Enhanced Plastic Net Bag";"FERRER AGUSTIN DAUDER [ES]";"DAUMAR TALLERES [ES]";"US2009180717A1";"2008-01-10";"B65D30/06 
B65D33/16 
B65D33/22";"B65D29/04 (EP,US) 
B65D33/06 (EP,US)";"2009-07-16";"2009-07-15";"040547350";
"305";"Ssulfur hexafluoride recycling management system and method based on block chain";"XIE LIANKE 
QI GUODONG 
ZHANG YONG 
GONG QUANQUAN 
QI QIUBO 
ZANG YUWEI";"ELECTRIC POWER RES INST OF STATE GRID SHANDONG ELECTRIC POWER CO 
STATE GRID CORP CHINA";"CN113807546A 
CN113807546B";"2021-08-10";"G06Q10/00 
G01D21/02 
G01G19/52 
G06K17/00 
G06Q10/20 
G06Q10/30";"G01D21/02 (CN) 
G01G19/52 (CN) 
G06K17/0029 (CN) 
G06Q10/20 (CN) 
G06Q10/30 (CN) 
Y02W90/00 (EP)";"2021-12-17 
2024-09-06";"2021-12-17";"078893424";
"306";"Recyclable thermoplastic polymer article recovery method and related system";"XIAO JIANJUN 
XIAO JIANSHUO 
XIAO GAOJI 
HUANG JINBIAO";"DONGGUAN GUOHENG PLASTIC SCIENCE & TECH CO LTD";"CN120839968A";"2025-08-27";"B29B17/00 
B29B17/02 
B29B17/04 
C08J11/06 
C08L101/12";"B29B17/00 (CN) 
B29B17/02 (CN) 
B29B17/0412 (CN) 
C08J11/06 (CN) 
B29B2017/001 (CN) 
B29B2017/0015 (CN) 
B29B2017/0244 (CN) 
C08J2300/20 (CN) 
Y02W30/62 (EP)";"2025-10-28";"2025-10-28";"097418270";
"307";"KUNSTSTOFFGEGENSTAND SOWIE VORRICHTUNG UND VERFAHREN ZUR BESTIMMUNG EINER MATERIALART DES KUNSTSTOFFGEGENSTANDS";"JEON JIN HAN [SG] 
LIM YU YANG [SG] 
ANDALAM SIDHARTA [SG] 
NGO CHI TRUNG [SG] 
YAN WAI [SG] 
SI ELTON [SG]";"BOSCH GMBH ROBERT [DE]";"DE112022007892T5";"2022-12-15";"B29B17/02 
G06K19/06";"B07C5/3425 (EP) 
B29B17/02 (EP) 
G01N21/3581 (EP) 
G01N21/85 (EP) 
G06K19/06037 (EP) 
G06K19/06103 (EP) 
G06K19/06159 (EP) 
B29B2017/0279 (EP) 
B29B2017/0282 (EP) 
G01N2021/845 (EP)";"2025-08-28";"2024-06-20";"084829758";
"308";"Renewable resource big data management integrated system";"SUN XIAOFENG 
WANG TAO 
JIA WEI 
SU LI";"BAOJI FENGMAO MAT REGENERATION UTILIZATION CO LTD";"CN118552216A 
CN118552216B";"2024-07-25";"G06F16/2458 
G06Q10/30 
G06Q30/018 
G06Q50/04 
G16C20/20 
G16C20/90 
G16C60/00";"G06F16/2474 (CN) 
G06Q10/30 (CN) 
G06Q30/018 (CN) 
G06Q50/04 (CN) 
G16C20/20 (CN) 
G16C20/90 (CN) 
G16C60/00 (CN)";"2024-08-27 
2024-10-29";"2024-08-27";"092454014";
"309";"PROCEDE ET APPAREIL DE RECYCLAGE DE DISPOSITIFS ELECTRONIQUES";"BOWLES MARK VINCENT [US] 
PLOETNER JEFF [US] 
BEANE JOHN ANDREW [US]";"ECOATM INC [US]";"CA2853349A1";"2011-10-25";"G06F11/22 
G06Q30/02";"G07F7/06 (EP) 
Y02W90/00 (EP)";"2013-05-02";"2013-05-02";"048168413";
"310";"Ultrasonic cleaning method of polyterephthalic acid plastic";"CAO WEIDONG";"HANGZHOU DECHENG INDUSTRY CO LTD";"CN103722639A 
CN103722639B";"2013-12-17";"B07C5/342 
B08B3/12 
B08B7/04 
B29B17/00 
B29B17/02";"Y02W30/52 (EP) 
Y02W30/62 (EP)";"2014-04-16 
2016-03-23";"2014-04-16";"050447058";
"311";"Automatic control management system for machining of vehicle forgings";"ZHANG QINGGANG 
LI SHANLIN";"SHANDONG SHISHENG MACHINERY CO LTD";"CN121755633A";"2025-11-21";"B07C5/34 
B07C5/36 
B07C5/38 
B21J9/20";"";"2026-03-31";"2026-03-31";"099189959";
"312";"Automatic laser scanning detection equipment for hydraulic forming part of automobile chassis";"LU ZHIWEI";"ZHEJIANG MOTORBACS TECH CO LTD";"CN116929216A 
CN116929216B";"2023-09-07";"B08B1/00 
B65G47/90 
B65G65/32 
F16F15/023 
G01B11/00 
G01B11/24 
G01N21/01 
G01N21/88 
B08B1/20";"B65G47/90 (CN) 
B65G65/32 (CN) 
F16F15/0232 (CN) 
G01B11/00 (CN) 
G01B11/24 (CN) 
G01N21/01 (CN) 
G01N21/88 (CN) 
G01N2021/0112 (CN)";"2023-10-24 
2024-01-23";"2023-10-24";"088375553";
"313";"Method and apparatus for waste liquid recycling with optical inspection";"LIN HSIU-AN [TW]";"LIN HSIU AN [TW]";"TW202441157A 
TWI885593B";"2022-12-23";"G01N21/25 
G06T7/00 
G06T7/90";"G01N21/25 (CN) 
G06T7/0004 (CN) 
G06T7/90 (CN) 
G06T2207/10024 (CN) 
G06T2207/20081 (CN)";"2024-10-16 
2025-06-01";"2024-06-25";"091562900";
