PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
P	HOU X; ZHANG Y; WANG Y; ZHANG Q; JIA X								Indoor environment pollution simulation detection            and evaluation system for detecting indoor environment            pollutant concentration e.g. formaldehyde, has            telescopic sampling pipe telescopically set and            connected to outer cabin and inner cabin for sampling            air in outer cabin and inner cabin																																		1							POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC; IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY; INSTRUMENTS INSTRUMENTATION; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:2022D02199		
P	FU Y; ZENG T; CAO W; XUE W								Method for realizing coal production traceability            based on Fourier infrared spectrum combined with            metabonomics analysis, involves screening absorbance            significantly different wave number as wave number            marker for distinguishing specific coal group and other            coal group																																		0							ENGINEERING ELECTRICAL ELECTRONIC; POLYMER SCIENCE; IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY; INSTRUMENTS INSTRUMENTATION	DIIDW:2022C5778U		
P	NISSEN O M; PEDERSEN H C								Automated waste management system searches for            voids in cavity of waste bins based on threshold value            of available voids within cavity of bins, and generates            notification about need for emptying waste bins and/or            compressing waste																																		1							INSTRUMENTS INSTRUMENTATION; ENGINEERING ELECTRICAL ELECTRONIC; ENGINEERING MECHANICAL; POLYMER SCIENCE; TELECOMMUNICATIONS; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:2022B66366		
P	SHEN J; HOU X; MA J; CHEN Z; ZHAO B; WANG J								Marking code marking machine for cutting bag            cylinder mark, has clamp provided with limiting hole            corresponding to another limiting hole, where limiting            holes are internally provided with locating bolt to            realize fixing of clamp																																		0							ENGINEERING MULTIDISCIPLINARY; ENGINEERING MECHANICAL; INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE	DIIDW:2022B8916V		
P	YANG W; MA B; LU Z; ZHAI Z; HAN M; LI W; LU F; WANG G; WANG J; MENG J								Odorless substance accurate identification method            based on non-target screening, involves determining            list of main odor substances, and determining key            odor-causing factors based on GC-O technology, odor            activity value and comprehensive evaluation            analysis																																		5							ENGINEERING ELECTRICAL ELECTRONIC; FOOD SCIENCE TECHNOLOGY; IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY; INSTRUMENTS INSTRUMENTATION; CHEMISTRY APPLIED; POLYMER SCIENCE	DIIDW:2022B3770V		
P	ZHENG M; LUO X								Bird traceability foot marker, has ribbon set at            tail part of label, where one side of label is fixedly            installed with anti-dropping mechanism that comprises            lock seat, lock core and lock cover																																		0							ENGINEERING ELECTRICAL ELECTRONIC; ELECTROCHEMISTRY; CONSTRUCTION BUILDING TECHNOLOGY; POLYMER SCIENCE; ENGINEERING MECHANICAL; INSTRUMENTS INSTRUMENTATION	DIIDW:2022B0010S		
P	PATEL P G								Hygiene assurance tracking and enhancing apparatus            for batch processing of containers, has proximity            sensor to confirm presence of containers at container            holding location of conveyor assembly																																		0							AGRICULTURE MULTIDISCIPLINARY; INSTRUMENTS INSTRUMENTATION; ENGINEERING ELECTRICAL ELECTRONIC; CHEMISTRY APPLIED; POLYMER SCIENCE; PHARMACOLOGY PHARMACY; BIOTECHNOLOGY APPLIED MICROBIOLOGY; ENGINEERING MECHANICAL; IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY	DIIDW:2022A6513P		
P	SHANG X; ZHAO J; ZHAO L; YANG Y								Intelligent for drawing line, has driving            interactive system for transmitting vehicle speed of            line drawing vehicle to digital signal processing            module, and spraying interactive system for sending            pressure and paint spraying amount of nozzle																																		0							POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC; COMPUTER SCIENCE HARDWARE ARCHITECTURE; INSTRUMENTS INSTRUMENTATION; TELECOMMUNICATIONS	DIIDW:202286216V		
P	ZHANG M; YAN J; TIAN Y; ZHANG J								Wine anti-fake tracing method, involves sending            digital certificate and signature information to            signature system verification signature verification            system for verification certificate and verification            result to digital certificate management system																																		1							TELECOMMUNICATIONS; COMPUTER SCIENCE HARDWARE ARCHITECTURE; ENGINEERING ELECTRICAL ELECTRONIC	DIIDW:202290606U		
P	BISSOLOTTI G; GAGNI L; GIORGIO B; LAURA G								Cuff device for traceability of gas cylinders or            gas bottles, has plastic collar placed around neck of            gas cylinder to mount four radio frequency            identification tags, where plastic collar carries radio            frequency identification tags																																		0							INSTRUMENTS INSTRUMENTATION; AUTOMATION CONTROL SYSTEMS; POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC; ENGINEERING MECHANICAL; COMPUTER SCIENCE HARDWARE ARCHITECTURE; TELECOMMUNICATIONS	DIIDW:202281137S		
P	GUO Y; ZHANG Z; TIAN H								Method for tracing plastic film anti-fake based on            cross-medium invisible watermark by using mobile phone            application, involves transferring watermark coating to            plastic film, coating surface of base material on            watermark surface, and completing cross-medium            transparent watermark embedding process																																		1							TELECOMMUNICATIONS; ENGINEERING ELECTRICAL ELECTRONIC; POLYMER SCIENCE; COMPUTER SCIENCE HARDWARE ARCHITECTURE; ELECTROCHEMISTRY	DIIDW:202280748P		
P	LEED M G D; TUERKOGLU G; KELLER W; SOLFRANK M; KELLER R A; REICH O; LEINO CALLEJA D; HOH L N L; KUHN O; SATHYANARAYANA S S; PAHNKE K; ELTZE T; BEIL C; LEINO C D; DICKENS R M G; WILHELM K; MARTINA S F; ANTHONY K R; HADAVID R C; HORINOIRILLIAN; SHAMSUNDAR S; ELCHETOBIAS; KRISTIAN B; XU L; CALLEJA D L; CHRISTIAN B								Computer-implemented method for determining            sustainability score, involves identifying marker in            sample of plastic compound based on received scan data            and multiple markers of database																																		2							COMPUTER SCIENCE HARDWARE ARCHITECTURE; ELECTROCHEMISTRY; POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC	DIIDW:202273058Q		
P	WU H; LIANG J; ZHOU L; JIN G; CAO Y								Method for detecting plastic product based on            terahertz technology, involves tracing source mark of            three-dimensional tomography image with defect, and            tracing plastic product based on traceability            mark																																		1							ENGINEERING ELECTRICAL ELECTRONIC; IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY; POLYMER SCIENCE; INSTRUMENTS INSTRUMENTATION	DIIDW:202271480B		
P	GERKE N; HOLL K								Covered vessel made of plastic for treatment of            samples in laboratory, has lid on upper side having            sequence of graduations running around central axis of            vessel for marking orientation of lid vessel in            laboratory device																																		0							PHARMACOLOGY PHARMACY; CHEMISTRY APPLIED; BIOTECHNOLOGY APPLIED MICROBIOLOGY; ENGINEERING MECHANICAL; INSTRUMENTS INSTRUMENTATION; MEDICINE GENERAL INTERNAL	DIIDW:202248148X		
P	CARRASCO TURRERO J M; GONZALEZ BENITO N								Inspection device for cleaning/washing machine,            for separating levels in layers of e.g. glass            container, has computer element provided with database            of spot patterns, where traction elements are provided            for separator through detection zone																																		0							INSTRUMENTS INSTRUMENTATION; COMPUTER SCIENCE HARDWARE ARCHITECTURE; ENGINEERING MULTIDISCIPLINARY; ENGINEERING ELECTRICAL ELECTRONIC; IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY; POLYMER SCIENCE; ENGINEERING CHEMICAL; CHEMISTRY APPLIED	DIIDW:202273049F		
P	GONG H; LIN C; HUANG Q								External circulation return device for ball nut on            electric steering device, has clamps that are            integrally provided on both sides of each set of            reverser sub-assemblies, and each group of reverser            sub-assemblies are divided into first reverser and            second reverser by first reverser welding seam																																		0							ENGINEERING ELECTRICAL ELECTRONIC; ENGINEERING MECHANICAL; INSTRUMENTS INSTRUMENTATION	DIIDW:202251476M		
P	RUDOLPH H; WINKLER C; HARTMANN M; RAUTENSTRAUCH M; HUANG Y E; HARTMANMICHAEL; LAUTENSTRAUCHMARCUS; HUANGYUAN								Digital tracking of chemical product manufactured            at industrial plant, by providing object identifier            comprising input material data, receiving process data            from equipment, and appending part of process data to            object identifier																																		2							POLYMER SCIENCE; ENGINEERING MECHANICAL; COMPUTER SCIENCE HARDWARE ARCHITECTURE; INSTRUMENTS INSTRUMENTATION; ENGINEERING ELECTRICAL ELECTRONIC; AUTOMATION CONTROL SYSTEMS	DIIDW:2022429398		
P	NGUYEN V T								Postharvest preservation of cucumbers with            essential oils by e.g. harvesting and preliminary            processing cucumbers, preparing essential oil products            with clean water, immersing cucumber in essential oil            solution and naturally drying fruits																																		0							FOOD SCIENCE TECHNOLOGY; CHEMISTRY APPLIED; POLYMER SCIENCE	DIIDW:2022B9228D		
P	UYSAL H								Steel rope high security seal for controlling and            preventing unauthorized access to e.g. cargo, has            locking wheel made of metal material, seal rope made of            steel wire, and channel provided on which rope moves            along one direction on wheel																																		0							INSTRUMENTS INSTRUMENTATION; AUTOMATION CONTROL SYSTEMS; ENGINEERING ELECTRICAL ELECTRONIC	DIIDW:202374002U		
P	CARDOSO A M								Device for hatching of artemia cysts for            aquaculture sector, has tubular shaped reservoir,            central orifice cap, thermostat heater, air compressor,            central orifice cap, porous stone units, funnel-shaped            bottom, light source, collection valve, switch and            electrical outlet that are arranged orderly																																		0							POLYMER SCIENCE; AGRICULTURE DAIRY ANIMAL SCIENCE; INSTRUMENTS INSTRUMENTATION	DIIDW:202244549T		
P	SANTOS J R G D								Method for recycling packaging e.g. thermoplastic            polymer used in containment of agricultural pesticides,            involves transferring raw material to injection molding            machine and transforming into plastic granules for            commercialization																																		0							POLYMER SCIENCE	DIIDW:202244564E		
P	LAN Z								Fertilizer anti-fake package, has sealing plastic            bag sleeved with ventilating woven bag, where ventilate            woven bag covers two-dimensional code, and opening of            ventilated woven bag is fixedly connected with opening            of sealing bag																																		0							ENGINEERING ELECTRICAL ELECTRONIC; MATERIALS SCIENCE TEXTILES; COMPUTER SCIENCE HARDWARE ARCHITECTURE; POLYMER SCIENCE; ELECTROCHEMISTRY	DIIDW:202228034N		
P	FU S; ZHU A; CHEN H								Material tracking system for straightening process            of small and medium rods, has finishing secondary            module that obtains straightening plan data of            material, according to original information data,            actual count data, table judgment data and storage            data, output tracking data																																		1							INSTRUMENTS INSTRUMENTATION; METALLURGY METALLURGICAL ENGINEERING; ENGINEERING MULTIDISCIPLINARY	DIIDW:202223603J		
P	HIGO T; FURUKAWA N; MATSUZAKI T; SHIRAKAWA Y								Production system for containers, e.g., plastic            bottles, comprises storage device to store first            information on container cap, second information on            container body, and time at which each container passes            predetermined point past capper																																		1							ENGINEERING MECHANICAL; INSTRUMENTS INSTRUMENTATION; ENGINEERING ELECTRICAL ELECTRONIC; POLYMER SCIENCE; AUTOMATION CONTROL SYSTEMS	DIIDW:2022164153		
P	KAPLAN Z								Production of recycled polyester used for plastic,            involves obtaining recycled polyethylene terephthalate            polymer composite masterbatch by mixing recycled            polyethylene terephthalate flake, and forming filament            or fiber containing tracer agent																																		0							CHEMISTRY APPLIED; MATERIALS SCIENCE TEXTILES; POLYMER SCIENCE	DIIDW:2023717947		
P	NAVARRA PRUNA A; NAVARRA P A								Traceability system for injected plastic parts,            has traceability calendar for indicating date and time            visibly placed on injection machine, and date stamps            for marking day and/or month or year on injected            piece																																		0							POLYMER SCIENCE	DIIDW:2022123732		
P	WANG L; LIU X; LING M; ZHANG Z; SONG H; SHI Z; LING S								Connecting shaft assembling-type large gear            involute template, has eccentric dense ball shaft            sleeve connected with baseplate, and mandrel axial            reference ring surface and mandrel radial reference            cylinder surface that are respectively connected with            axial and radial references of involute template																																		2							IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY; ENGINEERING ELECTRICAL ELECTRONIC; POLYMER SCIENCE; INSTRUMENTS INSTRUMENTATION	DIIDW:202214354F		
P	HAN Q; CHEN Q; YE M; SHEN X; ZHANG S; WU X; QIU Y; SANG L								Fast detecting reagent plate of four-linked            pesticide residue immune colloidal gold for detecting            chlorpyrifos, fipronil, carbendazim and carbofuran,            comprises quadruple test paper strip and shell																																		2							IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY; ENGINEERING ELECTRICAL ELECTRONIC; ENGINEERING CHEMICAL; BIOTECHNOLOGY APPLIED MICROBIOLOGY; INSTRUMENTS INSTRUMENTATION; AGRICULTURE MULTIDISCIPLINARY; CHEMISTRY APPLIED; POLYMER SCIENCE	DIIDW:2022122020		
P	RONG H; LI J								Method for managing transportation of chemical            product e.g. solvent, involves sending uploaded            logistics bill data to external checking mechanism to            check authenticity of bill data, when bill data is in            logistics finishing state																																		0							ENGINEERING ELECTRICAL ELECTRONIC; POLYMER SCIENCE; COMPUTER SCIENCE HARDWARE ARCHITECTURE; ELECTROCHEMISTRY	DIIDW:202210791G		
P	CAI Q								Inner and outer double-layer primary and secondary            sleeve dice for Chinese traditional folk entertainment,            has transparent dice body provided with cavity, and            inner dice movably arranged in cavity, where each of            dice surface of dice body is provided with different            points																																		0							INSTRUMENTS INSTRUMENTATION; TELECOMMUNICATIONS; POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC	DIIDW:202209800G		
P	LI J; WU W; GAN B								Chlorine ion quantitative detection dry sheet for            vitro diagnosis, has salt bridge connected to ion            selective electrode, where protective layer, silver            chloride electrode layer and resin layer are laminated            together by coating process																																		1							IMAGING SCIENCE PHOTOGRAPHIC TECHNOLOGY; ENGINEERING ELECTRICAL ELECTRONIC; POLYMER SCIENCE; INSTRUMENTS INSTRUMENTATION	DIIDW:2021E2678V		
P	UYSAL H								Wire rope seal e.g. butterfly seal, has steel rope            seal body provided with seal body plastering wall for            forming seal body plastering set, and plastic layer            arranged on sealing rope to perform protection against            corrosion and conductivity																																		0							INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE; ENGINEERING MECHANICAL	DIIDW:2023601284		
P	XIE L; TAN F								Method for forming chip package structure,            involves forming electric connection structure on            active surface of each die and plastic package layer,            and cutting to form set of chip package structures,            which respectively comprising die																																		2							POLYMER SCIENCE; CHEMISTRY APPLIED; ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; MATERIALS SCIENCE MULTIDISCIPLINARY; ELECTROCHEMISTRY	DIIDW:2021C5201E		
P	MAO X								Multifunctional emergency rescue vehicle lockset, has rescue vehicle main body whose top part is provided with turning cover, and disposable plastic code locking belt fixed between connecting hole of lock core and connecting ring																																		0							MEDICINE GENERAL INTERNAL; ENGINEERING MECHANICAL; POLYMER SCIENCE; INSTRUMENTS INSTRUMENTATION; CONSTRUCTION BUILDING TECHNOLOGY	DIIDW:2021A2135M		
P	QIAN G; CHEN C								Interlocking device for medical rescue vehicle, has rescue vehicle main body whose top part is provided with turning cover, and connecting ring provided with part of connecting ring to realize fixed one-off plastic coding locking belt																																		0							MEDICINE GENERAL INTERNAL; INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE	DIIDW:202156414C		
P	LIU J; WANG X; SHU Z								Tracing source anti-fake label, has explanation word layer, covering layer, oily light oil layer, source data printing layer, aqueous gloss oil layer, surface printing layer, corona layer, PET plastic film layer, glue layer, bottom paper layer and magnetic material layer																																		0							CHEMISTRY APPLIED; INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE	DIIDW:202154552Y		
P	DERRIEN M								Method of testing a plastic container that            contains carbonated drink, involves capturing a thermal            image of the container, and critical zone corresponding            to a structural portion of the container is identified,            and acceptance rule is set																																		1							POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:202145259Q		
P	CHENG X; GE X; WANG X; WANG Y; SUN J; XU X; HU H; GONG L								Anti-counterfeit card with magic grain characteristic identification, has first printing layer that is provided with variable information, and random physical characteristic layer that is composed of random physical characteristic and adhesive																																		0							INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE	DIIDW:202152602W		
P	JACOBSSON N; JONASSON R								Method for changing operator information in            surface mount technology (SMT) system, involves            triggering action of changing information scanned in            SMT information database with updated information            regarding ongoing or upcoming SMT job																																		0							ELECTROCHEMISTRY; COMPUTER SCIENCE HARDWARE ARCHITECTURE; POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION	DIIDW:2021228125		
P	BAREKET Y; YORAN N; ALON H; FIRSTENBERG M; NAHUM T; PAT B; MIGAL F; TEHILLA N								Composition for use in authenticating an object            and for composite used for e.g., packaging material            comprises a blend of polymeric material and X-ray            fluorescence-detectable tracer in a form of            polymerizable metal salt or metal complex																																		2							POLYMER SCIENCE; MATERIALS SCIENCE COATINGS FILMS; CHEMISTRY APPLIED; ENGINEERING ELECTRICAL ELECTRONIC; ELECTROCHEMISTRY	DIIDW:2021085139		
P	LI Y								Breeding Harmonia axyridis by collecting egg mass            from adult Harmonia axyridis, placing in rearing            container for incubation, breeding, and moving rearing            container into cold storage																																		3							ENGINEERING MECHANICAL; POLYMER SCIENCE; COMPUTER SCIENCE HARDWARE ARCHITECTURE; AGRICULTURE DAIRY ANIMAL SCIENCE; CHEMISTRY APPLIED; ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; FOOD SCIENCE TECHNOLOGY	DIIDW:2020C48332		
P	WU J; TANG S; SHEN L								Swab posture and liquid level recognition device, has sampling swab sleeved on outer side of plastic rod, where plastic rod is fixedly connected with inner screw thread cover and camera is arranged opposite to sampling swab																																		0							ELECTROCHEMISTRY; ENGINEERING ELECTRICAL ELECTRONIC; POLYMER SCIENCE; INSTRUMENTS INSTRUMENTATION; TELECOMMUNICATIONS	DIIDW:2020C1611N		
P	PRIM ESCRIBANO I								Box for storing and transporting low and small size aluminum pieces used as ferrules or push buttons for bottles for perfumes, cosmetics or pharmacy, comprises multiple projecting protrusions that are distributed on internal surface																																		0							POLYMER SCIENCE; ENGINEERING MECHANICAL; INSTRUMENTS INSTRUMENTATION	DIIDW:202101010R		
P	PENG L								Big data comparison based food safety network            supervision and traceability platform, has cloud            transmission module for realizing data comparison            sharing process, and tracing module for tracing food            safety data																																		2							INSTRUMENTS INSTRUMENTATION; ENGINEERING MULTIDISCIPLINARY; ENGINEERING ELECTRICAL ELECTRONIC; POLYMER SCIENCE; AUTOMATION CONTROL SYSTEMS; ELECTROCHEMISTRY; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:2020B3930X		
P	WU J; TANG S; SHEN L								Automatic swab sample tube sampling monitoring device, has swab collecting pipe rotatably connected with inner screw thread cover, and communication component electrically connected with controller of camera and provided with Ethernet interface																																		0							POLYMER SCIENCE; TELECOMMUNICATIONS; ENGINEERING ELECTRICAL ELECTRONIC; ELECTROCHEMISTRY; COMPUTER SCIENCE HARDWARE ARCHITECTURE; INSTRUMENTS INSTRUMENTATION	DIIDW:2020B25396		
P	LIU J; WANG X; SHU Z								Disposable double traceable anti-counterfeiting mark dissolved in water, has anti-counterfeiting mark main portion that is sequentially compounded with water-soluble material layer, white ink layer and corona layer from top to bottom																																		1							INSTRUMENTS INSTRUMENTATION; ENGINEERING MULTIDISCIPLINARY; POLYMER SCIENCE	DIIDW:2020A3289U		
P	GE X; GONG X; SONG Q; TIAN X; XU Q; GONG P; ZHANG D								Random physical characteristic identification            large label, has characteristic code obtained by            collecting random physical characteristic distribution            of random area on random physical characteristic layer            and performing multiple encryption and complex            operation																																		1							INSTRUMENTS INSTRUMENTATION; COMPUTER SCIENCE HARDWARE ARCHITECTURE; ENGINEERING ELECTRICAL ELECTRONIC; POLYMER SCIENCE	DIIDW:202094649S		
P	IMAGAWA Y; MURAYAMA K								Adhesive tape e.g. continuous adhesive tape, is formed by laminating information display tape printed and displayed on one portion and adhesive applied to other side and separator tape covering most of adhesive in longitudinal direction																																		0							COMPUTER SCIENCE HARDWARE ARCHITECTURE; POLYMER SCIENCE; MATERIALS SCIENCE MULTIDISCIPLINARY; ENGINEERING MULTIDISCIPLINARY; ELECTROCHEMISTRY; CHEMISTRY APPLIED; ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION	DIIDW:202088491K		
P	VALENTINE E L								Single use blister pack designed to be dispensed            by blister pack drug dispenser, in which            see-through/opaque plastic blister is made of            thermoformed plastic and specifically designed to hold            and protect specific tablet/tablet size and shape																																		0							INSTRUMENTS INSTRUMENTATION; ENGINEERING ELECTRICAL ELECTRONIC; ENGINEERING MECHANICAL; PHARMACOLOGY PHARMACY; MEDICINE GENERAL INTERNAL	DIIDW:2020852627		
P	LI Q								Variable two-dimensional code functional packaging            film, has first plastic package layer and second            plastic package layer that are encapsulated with light            emitting part, and main body provided with detachable            part corresponding to variable two-dimensional            code																																		1							INSTRUMENTS INSTRUMENTATION; ENGINEERING MECHANICAL; COMPUTER SCIENCE HARDWARE ARCHITECTURE; ENGINEERING MULTIDISCIPLINARY; POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC	DIIDW:202085545G		
P	VARADY E J								Method for machining eyewear frame using computer            system, involves cutting coupon of material for making            eyewear frame along perimeter of frame such that cut is            from rear portion of frame to predetermined depth from            front portion of frame																																		0							ENGINEERING ELECTRICAL ELECTRONIC; METALLURGY METALLURGICAL ENGINEERING; INSTRUMENTS INSTRUMENTATION; ENGINEERING MULTIDISCIPLINARY; COMPUTER SCIENCE HARDWARE ARCHITECTURE; POLYMER SCIENCE; ENGINEERING MECHANICAL	DIIDW:202073923K		
P	DE CUYPER D; DIERICKX W; ANTHIERENS T								Producing method of plastic container, involves applying marking to the annular support collar, in which marking includes machine-readable code, and arranging machine-readable code repetitively around neck portion of preform																																		0							POLYMER SCIENCE	DIIDW:202075288J		
P	XU W								Safe tracing packaging bag, has safety            traceability packaging bag body provided with first            tracing identification code, second tracing            identification code and painting product bar code,            where edge of packaging bag body is provided with            strong adhesive tape																																		2							ENGINEERING MECHANICAL; COMPUTER SCIENCE HARDWARE ARCHITECTURE; INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC	DIIDW:202072281N		
P	YI B; ZHANG X								Method for collecting and storing disposable plastic garbage classification and packaging transparent special bags, involves endowing bag is with plastic waste graphic identification and special packaging bag identification (ID) code																																		0							COMPUTER SCIENCE HARDWARE ARCHITECTURE; POLYMER SCIENCE; INSTRUMENTS INSTRUMENTATION; ENGINEERING MECHANICAL; ENGINEERING ELECTRICAL ELECTRONIC	DIIDW:202069438J		
P	LI Z								Built-in RFID tag integrated plastic bottle cover,            has cover body whose inner bottom part is formed with            big counter hole, where cover body is provided with            gasket that is connected with large counter bore by            polyolefin-based adhesive																																		1							POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION; TELECOMMUNICATIONS; ENGINEERING MECHANICAL; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:202059891Q		
P	YI B; ZHANG X								Method for indoor sorting, storage, transfer and            transfer of hazardous waste in domestic household            waste, involves installing hazardous waste packaging            bags, hazardous waste transfer boxes, and information            systems																																		0							ELECTROCHEMISTRY; ENGINEERING ELECTRICAL ELECTRONIC; COMPUTER SCIENCE HARDWARE ARCHITECTURE; POLYMER SCIENCE	DIIDW:202058609R		
P	JIANG W; GONG D								Plastic film raw material conveying system, has identity identification module provided with fingerprint identification module, face identification module, work card identification module and control mechanism, and moving door fixed on box body																																		0							POLYMER SCIENCE; ENGINEERING MECHANICAL; INSTRUMENTS INSTRUMENTATION; TELECOMMUNICATIONS; ENGINEERING ELECTRICAL ELECTRONIC	DIIDW:202036342Y		
P	MAYR F A; BISPHAM T P; KING T R T								Method for determining condition of object e.g.            material piece, involves processing data of object            based on determination model to determine object            condition and classifying object as in normal or            abnormal condition based on processed data																																		1							COMPUTER SCIENCE HARDWARE ARCHITECTURE; ENGINEERING ELECTRICAL ELECTRONIC	DIIDW:202022287B		
P	LI S								Full biological biodegradable bag with traceable            two-dimensional bar code identifier comprises bag body            comprising polylactic acid, polybutylene            terephthalate-adipate and modified starch, and            traceable two-dimensional bar code identifier																																		4							POLYMER SCIENCE; ENGINEERING ELECTRICAL ELECTRONIC; CHEMISTRY APPLIED; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:202008404J		
P	WAN G; AI L; XIE Y								High precision depth control laser plastic welding            device, has fixed mounting seat connected with            dual-station turntable, PLC system fixed at upper part            of frame body, and man-machine interface connected with            upper computer																																		1							POLYMER SCIENCE; COMPUTER SCIENCE HARDWARE ARCHITECTURE; ENGINEERING ELECTRICAL ELECTRONIC; INSTRUMENTS INSTRUMENTATION	DIIDW:202006228Q		
P	WANG C								Traceable mail woven bag, has traceable tag provided with protective layer, information carrying layer, polyester film layer and sticking layer, and knitting layer whose side is provided with rubber protective layer that is provided with waterproof layer																																		0							ENGINEERING MECHANICAL; INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE; MATERIALS SCIENCE TEXTILES	DIIDW:202004338R		
P	ZHENG X; YIN A; XU S; CHEN N; LUO Z								Cefodizime sodium useful for injection comprises            the rubber bottle has rubber stopper at mouth of            bottle, the top of rubber plug plastically sealed with            aluminum plastic cover rolled over bottle mouth of            glass bottle																																		3							INSTRUMENTS INSTRUMENTATION; COMPUTER SCIENCE HARDWARE ARCHITECTURE; ENGINEERING ELECTRICAL ELECTRONIC; CHEMISTRY APPLIED; MEDICINE GENERAL INTERNAL; POLYMER SCIENCE; PHARMACOLOGY PHARMACY	DIIDW:201994905X		
P	WU X								Poultry origin tracing foot ring, has screw rod whose outer side is connected with inner thread sleeve, and rectangular plastic plate whose right side middle part is provided with flexible plastic bar, where upper surface of bar is provided with block																																		0							INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE; AGRICULTURE DAIRY ANIMAL SCIENCE	DIIDW:201974533Q		
P	DUARTE MERMOUD M A; SILVA OSORIO P W; MERMOUD M A D; OSORIO P W S								System for tracking trajectory of e.g. car, has            signal inhibitor detector communicated with ejection            element to generate expulsion of communication element,            and power source for energizing signal inhibitor            detector and ejection element																																		0							POLYMER SCIENCE; ENGINEERING MECHANICAL; TRANSPORTATION	DIIDW:2019585714		
P	BIAN Y; NING Y; ZHONG G; ZHAO W; WANG Q; ZHANG J								Device for detecting cleanliness of rough surface of wafer, has wafer limit slider which is placed on load platform below pressed long arm to define wafer																																		0							INSTRUMENTS INSTRUMENTATION; ELECTROCHEMISTRY; ENGINEERING ELECTRICAL ELECTRONIC; CHEMISTRY APPLIED; MATERIALS SCIENCE MULTIDISCIPLINARY; POLYMER SCIENCE	DIIDW:2019561277		
P	MEI Y; LI M								Anti-fake gum cap, has gum cap body sleeved in            bottle cap, where two-dimensional code is scanned on            photo and two-dimensional code obtained by            photographing to establish corresponding relation and            store in database																																		6							POLYMER SCIENCE; COMPUTER SCIENCE HARDWARE ARCHITECTURE; ENGINEERING MECHANICAL; INSTRUMENTS INSTRUMENTATION; ENGINEERING ELECTRICAL ELECTRONIC	DIIDW:2019488307		
P	YANG L; LIU X								Disposable anti-fake hard material packaging box, has hard plastic cover whose connection part is provided with stress groove structure, where production information and traceability data are stored in RFID or NFC label																																		0							POLYMER SCIENCE; ENGINEERING MECHANICAL; INSTRUMENTS INSTRUMENTATION; TELECOMMUNICATIONS; ENGINEERING ELECTRICAL ELECTRONIC; COMPUTER SCIENCE HARDWARE ARCHITECTURE	DIIDW:201947204S		
P	JIANG H; WANG Z								Tracing package plastic film used for instrumentation, comprises outer layer, inner polyethylene layer, plastic film layer, two-dimensional code unit, tracing signal, two-dimensional code kraft paper layer, and flow channel unit																																		0							ENGINEERING MECHANICAL; INSTRUMENTS INSTRUMENTATION; POLYMER SCIENCE; ENGINEERING MULTIDISCIPLINARY	DIIDW:2019403519		
